Country,City,Dish Name,Dish Details,Type,Avg Price (USD),Best For
Saudi Arabia,Dammam,Kabsa,"Rice with fish or shrimp, Eastern Province style",Main Dish,7,Dinner
Saudi Arabia,Dammam,Sayadiyah,Spiced fish with rice,Main Dish,6,Dinner
Saudi Arabia,Dammam,Mathbi,Grilled meat over hot stones,Main Dish,9,Dinner
Saudi Arabia,Dammam,Qursan,Vegetable and meat stew with bread,Main Dish,5,Dinner
Saudi Arabia,Dammam,Harees,Wheat porridge with meat,Main Dish,4,Lunch
Saudi Arabia,Dammam,Samboosa,Fried pastries with spiced filling,Appetizer,2,Snack
Saudi Arabia,Dammam,Balilah,Chickpeas with cumin and lemon,Street Food,2,Snack
Saudi Arabia,Dammam,Aish Al Saraya,Bread pudding with cream,Dessert,3,Snack
Saudi Arabia,Jeddah,Foul,Fava beans with olive oil and spices,Breakfast Dish,2,Breakfast
Saudi Arabia,Jeddah,Sayadiyah,Fish with spiced rice and caramelized onions,Main Dish,7,Dinner
Saudi Arabia,Jeddah,Mandi,Slow-cooked meat with rice and saffron,Main Dish,9,Dinner
Saudi Arabia,Jeddah,Mabshoor,Grilled fish with spicy marinade,Main Dish,8,Dinner
Saudi Arabia,Jeddah,Roz Bukhari,Rice with chicken and aromatic spices,Main Dish,6,Lunch
Saudi Arabia,Jeddah,Samboosa,Fried pastries with meat or cheese,Appetizer,2,Snack
Saudi Arabia,Jeddah,Balilah,Spiced chickpeas with herbs,Street Food,2,Snack
Saudi Arabia,Jeddah,Kunafa,"Shredded pastry with cheese or cream, soaked in syrup",Dessert,4,Snack
Saudi Arabia,Jeddah,Aseedah,Sweet wheat pudding with honey,Dessert,3,Snack
Saudi Arabia,Mecca,Foul Medames,Fava beans with garlic and lemon,Breakfast Dish,2,Breakfast
Saudi Arabia,Mecca,Thareed,Bread soaked in meat and vegetable stew,Main Dish,5,Dinner
Saudi Arabia,Mecca,Kabsa,Spiced rice with camel or lamb,Main Dish,8,Dinner
Saudi Arabia,Mecca,Saleeg,Creamy rice with meat,Main Dish,6,Dinner
Saudi Arabia,Mecca,Harees,Wheat and meat porridge,Main Dish,4,Lunch
Saudi Arabia,Mecca,Marqouq,Layered bread with meat stew,Main Dish,5,Lunch
Saudi Arabia,Mecca,Mutabbaq,Savory stuffed pastry,Street Food,3,Snack
Saudi Arabia,Mecca,Basbousa,Semolina cake with syrup,Dessert,3,Snack
Saudi Arabia,Mecca,Qahwa,Spiced Arabic coffee with cardamom,Dessert,1,Snack
Saudi Arabia,Medina,Tamriyah,Date-filled flatbread,Breakfast Dish,2,Breakfast
Saudi Arabia,Medina,Foul,Fava beans with tahini,Breakfast Dish,2,Breakfast
Saudi Arabia,Medina,Mandi,Yemeni-style rice with lamb or chicken,Main Dish,9,Dinner
Saudi Arabia,Medina,Haneeth,Tender roasted lamb with spices,Main Dish,10,Dinner
Saudi Arabia,Medina,Madfoon,Meat buried and slow-cooked with rice,Main Dish,8,Dinner
Saudi Arabia,Medina,Jareesh,Spiced wheat stew,Main Dish,5,Dinner
Saudi Arabia,Medina,Shorba,Lentil or vegetable soup,Appetizer,2,Lunch
Saudi Arabia,Medina,Luqaimat,Sweet fried dumplings,Dessert,2,Snack
Saudi Arabia,Medina,Kunafa,Sweet cheese pastry with syrup,Dessert,4,Snack
Saudi Arabia,Taif,Rghayef,Layered pancakes with honey,Breakfast Dish,3,Breakfast
Saudi Arabia,Taif,Foul,Fava beans with olive oil,Breakfast Dish,2,Breakfast
Saudi Arabia,Taif,Kabsa,Rice with lamb and Taif spices,Main Dish,8,Dinner
Saudi Arabia,Taif,Haneeth,Slow-roasted meat,Main Dish,10,Dinner
Saudi Arabia,Taif,Marqouq,Thin bread with stew,Main Dish,5,Dinner
Saudi Arabia,Taif,Saleeg,Creamy rice with chicken,Main Dish,6,Lunch
Saudi Arabia,Taif,Qursan,Bread-based vegetable stew,Main Dish,4,Lunch
Saudi Arabia,Taif,Aseedah,Wheat pudding with ghee,Dessert,3,Snack
Saudi Arabia,Taif,Kunafa,Cheese-filled pastry with syrup,Dessert,4,Snack
Saudi Arabia,Yanbu,Foul,Fava beans with tahini,Breakfast Dish,2,Breakfast
Saudi Arabia,Yanbu,Sayadiyah,Fish with rice and spices,Main Dish,7,Dinner
Saudi Arabia,Yanbu,Mandi,Slow-cooked meat with rice,Main Dish,9,Dinner
Saudi Arabia,Yanbu,Mathbi,Grilled meat on stones,Main Dish,10,Dinner
Saudi Arabia,Yanbu,Harees,Wheat and meat porridge,Main Dish,4,Lunch
Saudi Arabia,Yanbu,Roz Bukhari,Rice with chicken,Main Dish,6,Lunch
Saudi Arabia,Yanbu,Mutabbaq,Savory stuffed pastry,Street Food,3,Snack
Saudi Arabia,Yanbu,Kunafa,Sweet pastry with cheese,Dessert,4,Snack
Saudi Arabia,Yanbu,Balilah,Spiced chickpeas,Street Food,2,Snack
Spain,Barcelona,Pa amb Tomàquet,Bread rubbed with tomato and olive oil,Appetizer,2,Breakfast
Spain,Barcelona,Fideuà,Seafood noodle dish similar to paella,Main Dish,10,Dinner
Spain,Barcelona,Canelons,Meat-filled pasta rolls with béchamel,Main Dish,7,Dinner
Spain,Barcelona,Escalivada,Grilled eggplant and peppers with olive oil,Appetizer,4,Lunch
Spain,Barcelona,Botifarra amb Mongetes,Grilled sausage with white beans,Main Dish,8,Lunch
Spain,Barcelona,Calçots,Grilled spring onions with romesco sauce,Appetizer,5,Lunch
Spain,Barcelona,Esqueixada,Shredded salt cod salad with peppers,Main Dish,6,Lunch
Spain,Barcelona,Crema Catalana,Custard with caramelized sugar,Dessert,3,Snack
Spain,Barcelona,Xuixo,Cream-filled pastry dusted with sugar,Dessert,2,Snack
Spain,Bilbao,Bacalao al Pil-Pil,Cod in garlic and olive oil emulsion,Main Dish,10,Dinner
Spain,Bilbao,Txangurro,Stuffed spider crab,Main Dish,12,Dinner
Spain,Bilbao,Chuletón,Grilled T-bone steak,Main Dish,15,Dinner
Spain,Bilbao,Marmitako,Tuna and potato stew,Main Dish,8,Lunch
Spain,Bilbao,Porrusalda,Leek and potato soup,Main Dish,5,Lunch
Spain,Bilbao,Pintxos,"Small tapas on bread, often with seafood or meats",Appetizer,3,Snack
Spain,Bilbao,Idiazabal Cheese,Smoked sheep’s cheese,Appetizer,4,Snack
Spain,Bilbao,Pantxineta,Puff pastry with custard,Dessert,3,Snack
Spain,Bilbao,Gilda,"Skewer with olive, anchovy, and pepper",Appetizer,2,Snack
Spain,Córdoba,Rabo de Toro,Oxtail stew with red wine,Main Dish,10,Dinner
Spain,Córdoba,Flamenquín,Breaded pork roll with ham,Main Dish,7,Dinner
Spain,Córdoba,Japuta en Adobo,Marinated dogfish,Main Dish,8,Dinner
Spain,Córdoba,Salmorejo,Thick tomato and bread soup with ham,Appetizer,3,Lunch
Spain,Córdoba,Albóndigas,Meatballs in tomato sauce,Main Dish,6,Lunch
Spain,Córdoba,Ajo Blanco,Cold garlic and almond soup,Appetizer,3,Lunch
Spain,Córdoba,Berenjenas Fritas,Fried eggplant with honey,Appetizer,4,Snack
Spain,Córdoba,Pastel Cordobés,Puff pastry with sweet squash filling,Dessert,3,Snack
Spain,Córdoba,Pestiños,Honey-fried pastries,Dessert,2,Snack
Spain,Granada,Habas con Jamón,Broad beans with ham,Main Dish,6,Dinner
Spain,Granada,Olla de San Antón,Bean and pork stew,Main Dish,7,Dinner
Spain,Granada,Pastela Moruna,Spiced meat pie,Main Dish,9,Dinner
Spain,Granada,Plato Alpujarreño,"Potatoes, eggs, chorizo, and morcilla",Main Dish,8,Lunch
Spain,Granada,Tortilla del Sacromonte,Omelette with brains and testicles,Main Dish,7,Lunch
Spain,Granada,Remojón,Cod and orange salad,Appetizer,5,Lunch
Spain,Granada,Sopa de Almendras,Almond soup,Appetizer,4,Lunch
Spain,Granada,Piononos,Sponge cake rolls with custard,Dessert,2,Snack
Spain,Granada,Cuajada,Milk curd dessert,Dessert,2,Snack
Spain,Madrid,Tortilla Española,Potato and egg omelette,Main Dish,3,Breakfast
Spain,Madrid,Callos a la Madrileña,Tripe stew with chorizo and morcilla,Main Dish,8,Dinner
Spain,Madrid,Gallina en Pepitoria,Chicken in almond and saffron sauce,Main Dish,9,Dinner
Spain,Madrid,Cocido Madrileño,"Chickpea stew with pork, sausages, and vegetables",Main Dish,10,Lunch
Spain,Madrid,Bocadillo de Calamares,Fried squid sandwich,Street Food,4,Snack
Spain,Madrid,Churros con Chocolate,Fried dough with thick hot chocolate,Dessert,3,Snack
Spain,Madrid,Jamón Ibérico,Cured ham from black Iberian pigs,Appetizer,6,Snack
Spain,Madrid,Patatas Bravas,Fried potatoes with spicy tomato sauce,Appetizer,4,Snack
Spain,Madrid,Rosquillas,Traditional ring-shaped pastries,Dessert,2,Snack
Spain,Málaga,Fritura Malagueña,Fried seafood platter,Main Dish,10,Dinner
Spain,Málaga,Chivo a la Pastora,Goat stew with herbs,Main Dish,9,Dinner
Spain,Málaga,Espetos,Sardines skewered and grilled,Main Dish,6,Lunch
Spain,Málaga,Ajoblanco,Cold almond and garlic soup,Appetizer,3,Lunch
Spain,Málaga,Ensaladilla Malagueña,Potato salad with cod and orange,Appetizer,4,Lunch
Spain,Málaga,Porra Antequerana,Thick tomato soup with bread,Appetizer,3,Lunch
Spain,Málaga,Sopa Malagueña,Seafood soup with noodles,Main Dish,7,Lunch
Spain,Málaga,Boquerones en Vinagre,Marinated anchovies,Appetizer,4,Snack
Spain,Málaga,Tarta Malagueña,Almond and raisin cake,Dessert,3,Snack
Spain,San Sebastián,Txuleta,Grilled rib-eye steak,Main Dish,15,Dinner
Spain,San Sebastián,Bacalao a la Vizcaína,Cod in red pepper sauce,Main Dish,10,Dinner
Spain,San Sebastián,Kokotxas,Cod cheeks in green sauce,Main Dish,12,Dinner
Spain,San Sebastián,Marmitako,Tuna stew with potatoes,Main Dish,8,Lunch
Spain,San Sebastián,Sopa de Pescado,Fish soup with bread,Main Dish,7,Lunch
Spain,San Sebastián,Pintxos,Bite-sized tapas on bread or skewers,Appetizer,3,Snack
Spain,San Sebastián,Tarta de Queso,Basque burnt cheesecake,Dessert,4,Snack
Spain,San Sebastián,Anchoas,"Fresh anchovies, often marinated",Appetizer,5,Snack
Spain,San Sebastián,Chistorra,"Spicy sausage, often grilled",Appetizer,4,Snack
Spain,Seville,Pescaíto Frito,Fried mixed fish,Main Dish,8,Dinner
Spain,Seville,Carrillada,Braised pork cheeks in wine sauce,Main Dish,9,Dinner
Spain,Seville,Flamenquín,Breaded pork roll with ham,Main Dish,7,Dinner
Spain,Seville,Gazpacho,Cold tomato soup with garlic and peppers,Appetizer,3,Lunch
Spain,Seville,Salmorejo,Thick tomato and bread soup,Appetizer,3,Lunch
Spain,Seville,Espinacas con Garbanzos,Spinach and chickpea stew,Main Dish,6,Lunch
Spain,Seville,Torrijas,"Bread soaked in milk, fried, and sweetened",Dessert,2,Snack
Spain,Seville,Serranito,"Warm roll with pork, ham, and peppers",Street Food,4,Snack
Spain,Seville,Pestiños,Honey-glazed fried pastries,Dessert,2,Snack
Spain,Valencia,Arròs al Forn,Baked rice with pork and chickpeas,Main Dish,8,Dinner
Spain,Valencia,All i Pebre,Eel stew with garlic and paprika,Main Dish,9,Dinner
Spain,Valencia,Arròs Negre,Black rice with squid ink,Main Dish,10,Dinner
Spain,Valencia,Paella Valenciana,"Rice with chicken, rabbit, and beans",Main Dish,12,Lunch
Spain,Valencia,Olleta,Bean and meat stew,Main Dish,7,Lunch
Spain,Valencia,Horchata,Sweet tiger nut milk served chilled,Dessert,2,Snack
Spain,Valencia,Fartons,Light pastries paired with horchata,Dessert,1,Snack
Spain,Valencia,Buñuelos,"Fried dough balls, often pumpkin-flavored",Dessert,2,Snack
Spain,Valencia,Turrón,Almond and honey nougat,Dessert,3,Snack
Spain,Zaragoza,Ternasco,Roasted young lamb with herbs,Main Dish,12,Dinner
Spain,Zaragoza,Bacalao al Ajoarriero,Cod with garlic and peppers,Main Dish,9,Dinner
Spain,Zaragoza,Pollo al Chilindrón,Chicken stew with peppers and tomatoes,Main Dish,8,Dinner
Spain,Zaragoza,Lomo a la Zaragozana,Pork loin with wine sauce,Main Dish,9,Dinner
Spain,Zaragoza,Migas Aragonesas,Fried breadcrumbs with sausage and grapes,Main Dish,6,Lunch
Spain,Zaragoza,Madejas,Grilled lamb intestines,Main Dish,7,Lunch
Spain,Zaragoza,Sopa de Ajo,Garlic soup with bread and egg,Appetizer,4,Lunch
Spain,Zaragoza,Frutas de Aragón,Candied fruits coated in chocolate,Dessert,3,Snack
Spain,Zaragoza,Rosca,Ring-shaped sweet bread,Dessert,2,Snack
Tunisia,Bizerte,Shakshouka,Eggs in tomato and pepper stew,Breakfast Dish,3,Breakfast
Tunisia,Bizerte,Couscous with Octopus,Semolina with spicy octopus stew,Main Dish,9,Dinner
Tunisia,Bizerte,Tajine,Baked egg dish with seafood,Main Dish,5,Dinner
Tunisia,Bizerte,Hlalem,Pasta and bean soup with spices,Main Dish,4,Lunch
Tunisia,Bizerte,Lablabi,Chickpea soup with bread,Main Dish,3,Lunch
Tunisia,Bizerte,Fricassé,Fried dough sandwich with tuna,Street Food,2,Lunch
Tunisia,Bizerte,Mechouia Salad,Grilled peppers and tomatoes,Appetizer,2,Lunch
Tunisia,Bizerte,Brik,Fried pastry with egg and fish,Street Food,2,Snack
Tunisia,Bizerte,Knafeh,Sweet cheese pastry with syrup,Dessert,3,Snack
Tunisia,Djerba,Rouz Jerbi,"Steamed rice with meat, chickpeas, and spices",Main Dish,7,Dinner
Tunisia,Djerba,Couscous Djerbien,Spicy couscous with fish or lamb,Main Dish,8,Dinner
Tunisia,Djerba,Kamounia,Cumin-spiced beef stew,Main Dish,6,Dinner
Tunisia,Djerba,Ojja,Eggs in spicy tomato sauce with seafood,Main Dish,5,Dinner
Tunisia,Djerba,Lablabi,Chickpea soup with harissa,Main Dish,3,Lunch
Tunisia,Djerba,Mechouia Salad,Grilled vegetable salad with olive oil,Appetizer,2,Lunch
Tunisia,Djerba,Brik,Fried pastry with egg and tuna,Street Food,2,Snack
Tunisia,Djerba,Makroudh,Honey-soaked date pastry,Dessert,2,Snack
Tunisia,Djerba,Bambalouni,Sugar-coated fried dough,Dessert,2,Snack
Tunisia,Gabès,Ojja,Eggs in spicy tomato sauce,Main Dish,4,Breakfast
Tunisia,Gabès,Couscous with Camel,Semolina with camel meat stew,Main Dish,10,Dinner
Tunisia,Gabès,Kamounia,Beef stew with cumin,Main Dish,6,Dinner
Tunisia,Gabès,Lablabi,Chickpea soup with bread and spices,Main Dish,3,Lunch
Tunisia,Gabès,Fricassé,Fried dough sandwich with egg,Street Food,2,Lunch
Tunisia,Gabès,Mechouia Salad,Grilled vegetable salad,Appetizer,2,Lunch
Tunisia,Gabès,Brik,Fried pastry with egg and tuna,Street Food,2,Snack
Tunisia,Gabès,Makroudh,Honey-soaked date pastry,Dessert,2,Snack
Tunisia,Gabès,Bambalouni,Fried dough with sugar,Dessert,2,Snack
Tunisia,Gafsa,Foul,Fava beans with cumin and olive oil,Breakfast Dish,2,Breakfast
Tunisia,Gafsa,Masfouf,Sweet couscous with nuts,Dessert,3,Breakfast
Tunisia,Gafsa,Zarb,Meat and vegetables cooked in an underground oven,Main Dish,10,Dinner
Tunisia,Gafsa,Couscous with Lamb,Spicy lamb stew with semolina,Main Dish,8,Dinner
Tunisia,Gafsa,Tajine,Egg casserole with chicken,Main Dish,5,Dinner
Tunisia,Gafsa,Lablabi,Chickpea soup with harissa,Main Dish,3,Lunch
Tunisia,Gafsa,Shorba,Spicy lentil soup,Appetizer,2,Lunch
Tunisia,Gafsa,Brik,Fried pastry with egg and meat,Street Food,2,Snack
Tunisia,Gafsa,Makroudh,Date-filled semolina pastry,Dessert,2,Snack
Tunisia,Kairouan,Foul,Fava beans with olive oil and spices,Breakfast Dish,2,Breakfast
Tunisia,Kairouan,Masfouf,Sweet couscous with nuts and dates,Dessert,3,Breakfast
Tunisia,Kairouan,Couscous with Lamb,Spicy lamb stew over semolina,Main Dish,8,Dinner
Tunisia,Kairouan,Tajine,Egg casserole with chicken and turmeric,Main Dish,5,Dinner
Tunisia,Kairouan,Lablabi,Chickpea soup with bread and cumin,Main Dish,3,Lunch
Tunisia,Kairouan,Shorba,Spicy lamb soup with frik,Appetizer,3,Lunch
Tunisia,Kairouan,Makroudh,"Date-filled semolina pastry, Kairouan specialty",Dessert,2,Snack
Tunisia,Kairouan,Brik,Fried pastry with egg and meat,Street Food,2,Snack
Tunisia,Kairouan,Zrir,Sweet sesame and nut paste with honey,Dessert,3,Snack
Tunisia,Nabeul,Ojja,Eggs in tomato sauce with merguez,Main Dish,4,Breakfast
Tunisia,Nabeul,Couscous with Fish,Semolina with spicy fish stew,Main Dish,8,Dinner
Tunisia,Nabeul,Tajine,Egg casserole with meat,Main Dish,5,Dinner
Tunisia,Nabeul,Mechouia Salad,Grilled peppers and tomatoes with olive oil,Appetizer,2,Lunch
Tunisia,Nabeul,Lablabi,Chickpea soup with bread,Main Dish,3,Lunch
Tunisia,Nabeul,Fricassé,Fried dough sandwich with tuna,Street Food,2,Lunch
Tunisia,Nabeul,Brik,Fried pastry with egg and tuna,Street Food,2,Snack
Tunisia,Nabeul,Knafeh,Sweet cheese pastry with syrup,Dessert,3,Snack
Tunisia,Nabeul,Makroudh,Date-filled semolina pastry,Dessert,2,Snack
Tunisia,Sfax,Sfax Couscous,Spicy couscous with seafood like shrimp or fish,Main Dish,9,Dinner
Tunisia,Sfax,Ojja with Seafood,Eggs in tomato sauce with shrimp or calamari,Main Dish,5,Dinner
Tunisia,Sfax,Tastira,Fried peppers and tomatoes with eggs,Appetizer,3,Dinner
Tunisia,Sfax,Chorba,"Spicy soup with lamb, frik (green wheat), and vegetables",Appetizer,3,Lunch
Tunisia,Sfax,Fricassé,"Fried dough sandwich with tuna, egg, and harissa",Street Food,2,Lunch
Tunisia,Sfax,Lablabi,Chickpea soup with stale bread and spices,Main Dish,3,Lunch
Tunisia,Sfax,Kaftaji,Fried vegetables with eggs and liver,Main Dish,4,Lunch
Tunisia,Sfax,Brik,Fried pastry with egg and tuna,Street Food,2,Snack
Tunisia,Sfax,Makroudh,Semolina pastry with dates and honey,Dessert,2,Snack
Tunisia,Sousse,Couscous with Fish,Semolina with spicy fish stew,Main Dish,8,Dinner
Tunisia,Sousse,Merguez,Spicy lamb sausage grilled with bread,Street Food,3,Dinner
Tunisia,Sousse,Tajine,Baked egg dish with meat and spices,Main Dish,5,Dinner
Tunisia,Sousse,Mechouia Salad,Grilled peppers and tomatoes with olive oil,Appetizer,2,Lunch
Tunisia,Sousse,Lablabi,Chickpea soup with bread and harissa,Main Dish,3,Lunch
Tunisia,Sousse,Shorba,Lentil or vegetable soup with spices,Appetizer,2,Lunch
Tunisia,Sousse,Brik,Fried pastry with egg and cheese,Street Food,2,Snack
Tunisia,Sousse,Bambalouni,Fried dough ring coated in sugar,Dessert,2,Snack
Tunisia,Sousse,Knafeh,Sweet cheese pastry with syrup,Dessert,3,Snack
Tunisia,Tozeur,Khobz El Mella,Bread baked in sand with spicy filling,Breakfast Dish,3,Breakfast
Tunisia,Tozeur,Masfouf,Sweet couscous with dates,Dessert,3,Breakfast
Tunisia,Tozeur,Couscous with Lamb,Spicy lamb stew over semolina,Main Dish,8,Dinner
Tunisia,Tozeur,Tajine,Baked egg dish with spices,Main Dish,5,Dinner
Tunisia,Tozeur,Lablabi,Chickpea soup with harissa,Main Dish,3,Lunch
Tunisia,Tozeur,Shorba,Spicy vegetable soup,Appetizer,2,Lunch
Tunisia,Tozeur,Brik,Fried pastry with egg and meat,Street Food,2,Snack
Tunisia,Tozeur,Makroudh,Date-filled pastry with honey,Dessert,2,Snack
Tunisia,Tozeur,Zrir,Sesame and nut sweet with honey,Dessert,3,Snack
Tunisia,Tunis,Ojja,Eggs poached in spicy tomato sauce with merguez sausage,Main Dish,4,Breakfast
Tunisia,Tunis,Shakshouka,Eggs cooked in tomato and pepper stew,Breakfast Dish,3,Breakfast
Tunisia,Tunis,Couscous with Lamb,"Steamed semolina with lamb stew, spiced with harissa",Main Dish,8,Dinner
Tunisia,Tunis,Mloukhiya,Stew of jute leaves with beef or lamb,Main Dish,6,Dinner
Tunisia,Tunis,Lablabi,"Chickpea soup with bread, garlic, and harissa",Main Dish,3,Lunch
Tunisia,Tunis,Tunisian Salad,"Chopped tomatoes, cucumbers, and onions with olive oil",Appetizer,2,Lunch
Tunisia,Tunis,Brik,"Fried pastry with egg, tuna, and harissa",Street Food,2,Snack
Tunisia,Tunis,Knafeh,"Shredded pastry with cheese, soaked in syrup",Dessert,3,Snack
Tunisia,Tunis,Makroudh,Date-filled semolina pastry soaked in honey,Dessert,2,Snack
Turkey,Adana,Adana Kebap,"Spicy minced lamb grilled on skewers, served with flatbread and onions",Main Dish,8,Dinner
Turkey,Adana,Adana Kebab,Spicy minced lamb grilled on skewers,Main Dish,6,Dinner
Turkey,Adana,Ciger Sis,Grilled liver skewers with spices,Street Food,4,Dinner
Turkey,Adana,Salgam,Spicy fermented turnip juice,Appetizer,1,Dinner
Turkey,Adana,Fellah Kofte,Bulgur dumplings in tomato sauce,Main Dish,4,Dinner
Turkey,Adana,Ezme,Spicy tomato and pepper paste salad,Appetizer,2,Dinner
Turkey,Adana,Kisir,"Bulgur salad with tomatoes, parsley, and pomegranate molasses",Appetizer,2,Lunch
Turkey,Adana,Tantuni,Spiced beef strips in lavash bread,Street Food,3,Lunch
Turkey,Adana,Bici Bici,Shaved ice with syrup and starch pudding,Dessert,2,Snack
Turkey,Adana,Kadayif,Shredded pastry with nuts and syrup,Dessert,3,Snack
Turkey,Ankara,Katmer,Flaky pastry with pistachios or cheese,Dessert,3,Breakfast
Turkey,Ankara,Ankara Tava,"Lamb and vegetables baked in a clay pot with rice, a hearty local specialty",Main Dish,10,Dinner
Turkey,Ankara,Ankara Tava,Lamb and vegetables baked in a clay pot with tomato sauce,Main Dish,7,Dinner
Turkey,Ankara,Kuzu Tandir,"Slow-roasted lamb, tender and flavorful",Main Dish,8,Dinner
Turkey,Ankara,Pide,Boat-shaped flatbread with toppings like cheese or meat,Main Dish,4,Dinner
Turkey,Ankara,Hunkar Begendi,Lamb stew over eggplant puree,Main Dish,9,Dinner
Turkey,Ankara,Gozleme,"Thin flatbread stuffed with spinach, cheese, or meat",Street Food,3,Lunch
Turkey,Ankara,Mercimek Corbasi,Red lentil soup with spices and lemon,Appetizer,2,Lunch
Turkey,Ankara,Beypazari Kurusu,"Crispy, dry biscuits flavored with cinnamon",Dessert,1,Snack
Turkey,Ankara,Cig Kofte,Spicy raw meat or vegetarian bulgur balls with herbs,Street Food,2,Snack
Turkey,Antalya,Hibes,Spicy sesame paste dip with garlic and lemon,Appetizer,2,Dinner
Turkey,Antalya,Kabak Cicegi Dolmasi,Stuffed zucchini flowers with rice and herbs,Appetizer,4,Dinner
Turkey,Antalya,Sis Kebab,Grilled skewers of marinated lamb or chicken,Main Dish,6,Dinner
Turkey,Antalya,Kunefe,"Shredded filo with cheese, soaked in syrup",Dessert,4,Dinner
Turkey,Antalya,Tarator,Sesame paste with beans and spices,Appetizer,2,Dinner
Turkey,Antalya,Piyaz,"White bean salad with tahini, onions, and parsley, often paired with köfte",Appetizer,3,Lunch
Turkey,Antalya,Piyaz,"White bean salad with tahini, garlic, and vinegar",Appetizer,3,Lunch
Turkey,Antalya,Tahinli Patlican,Eggplant with tahini and yogurt sauce,Appetizer,3,Lunch
Turkey,Antalya,Tavuk Sis,Marinated chicken skewers grilled over charcoal,Main Dish,5,Lunch
Turkey,Antalya,Serbet,"Sweet fruit drink, often citrus-based",Dessert,1,Snack
Turkey,Bodrum,Çökertme Kebabı,Thinly sliced beef over fried potatoes with yogurt and tomato sauce,Main Dish,10,Dinner
Turkey,Bodrum,Cokertme Kebabi,Thinly sliced beef over fries with yogurt and tomato sauce,Main Dish,7,Dinner
Turkey,Bodrum,Kalamar Tava,Fried calamari with tarator sauce,Appetizer,5,Dinner
Turkey,Bodrum,Ahtapot Izgara,Grilled octopus with olive oil and lemon,Main Dish,9,Dinner
Turkey,Bodrum,Kabak Tatlisi,Pumpkin dessert with tahini and walnuts,Dessert,2,Dinner
Turkey,Bodrum,Levrek Izgara,Grilled sea bass with herbs,Main Dish,8,Dinner
Turkey,Bodrum,Raki Meze,"Small dishes paired with raki, like feta and olives",Appetizer,5,Dinner
Turkey,Bodrum,Imam Bayildi,"Stuffed eggplant with onions, garlic, and tomatoes",Main Dish,4,Lunch
Turkey,Bodrum,Zeytinyagli Barbunya,Olive oil-cooked borlotti beans,Appetizer,3,Lunch
Turkey,Bodrum,Dondurma,Stretchy Turkish ice cream with mastic,Dessert,3,Snack
Turkey,Bursa,Mihlama,"Cheese and cornmeal dish, similar to kuymak",Breakfast Dish,4,Breakfast
Turkey,Bursa,Sucuklu Yumurta,Eggs with spicy Turkish sausage,Breakfast Dish,3,Breakfast
Turkey,Bursa,Iskender Kebab,Sliced lamb doner over pide with tomato sauce and yogurt,Main Dish,7,Dinner
Turkey,Bursa,Pideli Kofte,Meatballs served over pide bread with sauce,Main Dish,6,Dinner
Turkey,Bursa,İskender Kebap,"Thinly sliced lamb over pita, topped with tomato sauce and yogurt",Main Dish,12,Lunch
Turkey,Bursa,Inegol Kofte,Grilled meatballs with beef or lamb and breadcrumbs,Main Dish,5,Lunch
Turkey,Bursa,Cantik,Small pide with minced meat topping,Street Food,3,Lunch
Turkey,Bursa,Kestane Sekeri,Candied chestnuts,Dessert,3,Snack
Turkey,Bursa,Kemalpaşa Tatlisi,Cheese-based dessert soaked in syrup,Dessert,2,Snack
Turkey,Bursa,Tahinli Pide,Sweet pide with tahini filling,Dessert,3,Snack
Turkey,Cappadocia (Goreme),Pekmez,"Grape molasses, often spread on bread",Breakfast Dish,1,Breakfast
Turkey,Cappadocia (Goreme),Testi Kebabı,"Meat, vegetables, and spices slow-cooked in a sealed clay pot, broken open to serve",Main Dish,12,Dinner
Turkey,Cappadocia (Goreme),Testi Kebab,Meat and vegetables cooked in a sealed clay pot,Main Dish,8,Dinner
Turkey,Cappadocia (Goreme),Manti,"Tiny dumplings with meat or cheese, served with yogurt",Main Dish,6,Dinner
Turkey,Cappadocia (Goreme),Guvec,Stew of meat and vegetables in a clay pot,Main Dish,6,Dinner
Turkey,Cappadocia (Goreme),Sac Tava,Lamb and vegetables stir-fried on a large griddle,Main Dish,7,Lunch
Turkey,Cappadocia (Goreme),Kuru Fasulye,White bean stew with pastirma,Main Dish,5,Lunch
Turkey,Cappadocia (Goreme),Kaymakli Kayisi,Dried apricots stuffed with kaymak (clotted cream),Dessert,3,Snack
Turkey,Cappadocia (Goreme),Asure,"Sweet pudding with grains, nuts, and fruits",Dessert,2,Snack
Turkey,Cappadocia (Goreme),Borek,Flaky pastry with cheese or meat filling,Street Food,3,Snack
Turkey,Gaziantep,Beyran,Spicy lamb and rice soup,Main Dish,5,Breakfast
Turkey,Gaziantep,Katmer,Flaky pastry with pistachios and kaymak,Dessert,4,Breakfast
Turkey,Gaziantep,Ali Nazik,Smoked eggplant with yogurt and spiced lamb,Main Dish,7,Dinner
Turkey,Gaziantep,Yuvalama,Lamb and chickpea stew with yogurt,Main Dish,6,Dinner
Turkey,Gaziantep,Kebap,Variety of grilled meat skewers,Main Dish,6,Dinner
Turkey,Gaziantep,Siveydiz,Lamb stew with garlic and yogurt,Main Dish,7,Dinner
Turkey,Gaziantep,Lahmacun,Spicy minced meat flatbread,Street Food,2,Lunch
Turkey,Gaziantep,Baklava,"Layers of phyllo pastry with pistachios and syrup, a world-famous dessert",Dessert,5,Snack
Turkey,Gaziantep,Baklava,Layered pastry with pistachios and syrup,Dessert,3,Snack
