Country,City,Restaurant Name,Type of Cuisine,Meals Served,Recommended Dish,Meal Description,Avg Price per Person (USD),Budget Range,Suitability
Spain,Valencia,Street Stall - Mercado Central,Spanish Street Food,"L,D",Horchata,Sweet tigernut drink with fartons,3,Low,Family-friendly
Spain,Valencia,Street Stall - Plaza de la Reina,Spanish Street Food,"B,L",Horchata,Sweet tigernut drink with fartons,3,Low,Family-friendly
Spain,Valencia,Street Stall - Plaza del Mercado,Spanish Street Food,"L,D",Horchata,Sweet tigernut drink with fartons,3,Low,Couples
Spain,Valencia,Street Stall - Ruzafa,Spanish Street Food,"L,D",Jamón Ibérico,Thinly sliced cured ham,8,Low,Couples
Sudan,Kassala,Al Nilein,Sudanese,"B,L,D",Ful Medames,Fava beans with oil and spices,5,Low,Friends
Sudan,Kassala,Al Safa,Sudanese,"B,L",Bazeen,Barley dough with meat sauce,7,Low,Family-friendly
Sudan,Kassala,Mama Halima’s,Sudanese,"B,L",Asida,Porridge with okra stew,5,Low,Solo
Sudan,Kassala,Street Stall - Market,Sudanese Street Food,"B,L",Kebda,Spiced liver with bread,4,Low,Solo
Sudan,Khartoum,Al Housh,Sudanese,"L,D",Ful Medames,Slow-cooked fava beans with oil and spices,4,Low,Solo
Sudan,Khartoum,Al Mawadda,Sudanese,"L,D",Mullah Tagalia,Meat stew with peanut sauce,10,Low,Family-friendly
Sudan,Khartoum,Al Mawashi,Sudanese,"L,D",Shaiyah,Grilled lamb with flatbread,15,Average,Couples
Sudan,Khartoum,Amwaj,Sudanese,"L,D",Shaiyah,Grilled lamb with bread,15,Average,Couples
Sudan,Khartoum,Nile Boat,Sudanese,D,Kebab,Grilled meat skewers with bread,12,Low,Friends
Sudan,Khartoum,Nile River Café,Sudanese,"B,L,D",Shorbit Adas,Lentil soup with spices,6,Low,Friends
Sudan,Khartoum,Street Stall - Souq Arabi,Sudanese Street Food,"B,L",Taamiya,Sudanese falafel with sesame,3,Low,Solo
Sudan,Meroe,Desert Camp,Sudanese,"L,D",Kisra with Bamya,Sorghum crepe with okra stew,8,Low,Family-friendly
Sudan,Meroe,Nile Camp Eatery,Sudanese,"B,L,D",Kisra with Mullah,Fermented sorghum crepe with meat stew,8,Low,Family-friendly
Sudan,North Sudan,Local Eatery,Sudanese,"B,L",Shorbit Adas,Lentil soup with spices,6,Low,Friends
Sudan,Port Sudan,Al Bahar,Sudanese Seafood,"L,D",Samak Mashwi,Grilled fish with tamarind,12,Low,Family-friendly
Sudan,Port Sudan,Al Bahri,Sudanese Seafood,"L,D",Grilled Red Snapper,Fresh snapper with chili,12,Low,Couples
Sudan,Port Sudan,Fish Corner,Sudanese Seafood,"L,D",Samak Mashwi,Grilled fish with tamarind,12,Low,Friends
Sudan,Port Sudan,Fish Shack,Sudanese Seafood,"L,D",Grilled Mullet,Fresh mullet with chili and lime,10,Low,Friends
Sudan,River Nile State,Local Stall,Sudanese Street Food,"B,L",Taamiya,Sudanese falafel with sesame sauce,3,Low,Solo
Sudan,River Nile State,Nubian Rest House,Sudanese,"L,D",Asida,Porridge with meat stew,10,Low,Family-friendly
Tunisia,Bizerte,Chez Nino,Tunisian,"L,D",Grilled Calamari,Calamari with olive oil,18,Average,Couples
Tunisia,Bizerte,Chez Nous,Tunisian,"L,D",Grilled Sardines,Fresh sardines with lemon,12,Low,Couples
Tunisia,Bizerte,Chez Sami,Tunisian,"L,D",Salade Mechouia,Grilled pepper and tomato salad,8,Low,Couples
Tunisia,Bizerte,Chez Zina,Tunisian,"L,D",Salade Mechouia,Grilled pepper and tomato salad,8,Low,Couples
Tunisia,Bizerte,El Hanna,Tunisian,"L,D",Couscous Royale,Couscous with assorted meats,20,Average,Family-friendly
Tunisia,Bizerte,Le Chalut,Tunisian,"L,D",Couscous aux Légumes,Couscous with vegetables,15,Average,Couples
Tunisia,Bizerte,Le Chalutier,Tunisian,"L,D",Couscous au Poisson,Couscous with fish,18,Average,Couples
Tunisia,Bizerte,Le Grand Bleu,Tunisian Seafood,"L,D",Grilled Octopus,Tender octopus with olive oil,22,Average,Couples
Tunisia,Bizerte,Le Marin,Tunisian Seafood,"L,D",Grilled Seabream,Fresh bream with olive oil,20,Average,Couples
Tunisia,Bizerte,Le Pêcheur,Tunisian Seafood,"L,D",Grilled Sardines,Fresh sardines with lemon,12,Low,Friends
Tunisia,Bizerte,Le Phare,Tunisian Seafood,"L,D",Grilled Sardines,Fresh sardines with lemon,12,Low,Friends
Tunisia,Bizerte,Le Phénicien,Tunisian,"L,D",Grilled Mullet,Fresh mullet with olive oil,18,Average,Family-friendly
Tunisia,Bizerte,Le Phenix,Tunisian Seafood,"L,D",Fish Couscous,Couscous with fresh fish in spiced broth,25,Average,Friends
Tunisia,Bizerte,Le Pirate,Tunisian,"L,D",Salade Tunisienne,"Tomato, cucumber, and tuna salad",8,Low,Couples
Tunisia,Bizerte,Le Sport Nautique,Tunisian Seafood,"L,D",Grilled Sardines,Fresh sardines with olive oil,20,Average,Couples
Tunisia,Bizerte,Le Sportif,Tunisian,"L,D",Salade Tunisienne,"Tomato, cucumber, and tuna salad",8,Low,Solo
Tunisia,Bizerte,Restaurant El Ali,Tunisian,"L,D",Couscous au Poulet,Couscous with chicken,15,Average,Family-friendly
Tunisia,Bizerte,Restaurant El Walima,Tunisian,"L,D",Fish Couscous,Couscous with spiced fish broth,18,Average,Couples
Tunisia,Bizerte,Restaurant La Corniche,Tunisian,"L,D",Salade Mechouia,Grilled pepper and tomato salad,8,Low,Friends
Tunisia,Bizerte,Street Stall - Corniche,Tunisian Street Food,"B,L",Fricassé,Fried dough with tuna,3,Low,Friends
Tunisia,Bizerte,Street Stall - Kasbah,Tunisian Street Food,"B,L",Fricassé,Fried dough with harissa,3,Low,Solo
Tunisia,Bizerte,Street Stall - Old Port,Tunisian Street Food,"B,L",Kafteji,Fried veggies with harissa,4,Low,Friends
Tunisia,Bizerte,Street Stall - Port,Tunisian Street Food,"B,L",Fricassé,Fried dough with harissa,3,Low,Solo
Tunisia,Djerba,Chez Mamie,Tunisian,"L,D",Kamounia,Beef stew with cumin and garlic,15,Average,Family-friendly
Tunisia,Djerba,Chez Tata,Tunisian Street Food,"B,L",Brik,"Crispy pastry with egg, tuna, and harissa",5,Low,Solo
Tunisia,Djerba,Dar El Jerbi,Tunisian,"L,D",Tagine aux Crevettes,Shrimp tagine with veggies,20,Average,Friends
Tunisia,Djerba,Dar Fatma,Tunisian,"B,L",Shakshouka,Eggs in spicy tomato sauce,8,Low,Solo
Tunisia,Djerba,Dar Hassine,Tunisian,"B,L,D",Shakshouka,Eggs in spicy tomato sauce,8,Low,Solo
Tunisia,Djerba,El Fondouk,Tunisian,"L,D",Kamounia,Beef stew with cumin,15,Average,Family-friendly
Tunisia,Djerba,El Fondouk,Tunisian,"L,D",Couscous Djerbien,Couscous with fish and spices,18,Average,Couples
Tunisia,Djerba,Haroun,Tunisian Seafood,"L,D",Grilled Mullet,Fresh mullet with lemon,18,Average,Couples
Tunisia,Djerba,Haroun,Tunisian Seafood,"L,D",Fish Couscous,Couscous with spiced fish broth,20,Average,Couples
Tunisia,Djerba,Le Berbere,Tunisian,"L,D",Tagine de Poisson,Fish tagine with tomatoes,18,Average,Family-friendly
Tunisia,Djerba,Le Moulin,Tunisian,"L,D",Grilled Octopus,Tender octopus with harissa,22,Average,Couples
Tunisia,Djerba,Le Petit Marin,Tunisian Seafood,"L,D",Grilled Red Snapper,Fresh snapper with lemon,20,Average,Couples
Tunisia,Djerba,Le Petit Pêcheur,Tunisian Seafood,"L,D",Fish Couscous,Couscous with spiced fish broth,20,Average,Friends
Tunisia,Djerba,Le Phare,Tunisian,"L,D",Tagine aux Crevettes,Shrimp tagine with veggies,20,Average,Friends
Tunisia,Djerba,Le Vieux Pêcheur,Tunisian Seafood,"L,D",Grilled Mullet,Fresh mullet with lemon,18,Average,Couples
Tunisia,Djerba,Restaurant Aziz,Tunisian,"B,L",Shakshouka,Eggs in spicy tomato sauce,8,Low,Solo
Tunisia,Djerba,Restaurant Dar Dhiafa,Tunisian,"B,L,D",Harissa Eggs,Eggs with spicy harissa paste,10,Low,Family-friendly
Tunisia,Djerba,Restaurant Dar El Qolla,Tunisian,"L,D",Grilled Hammour,Fresh hammour with spices,22,Average,Family-friendly
Tunisia,Djerba,Restaurant El Hana,Tunisian,"L,D",Shakshouka,Eggs in spicy tomato sauce,8,Low,Friends
Tunisia,Djerba,Restaurant El Kastil,Tunisian,"L,D",Grilled Seabream,Fresh bream with spices,20,Average,Couples
Tunisia,Djerba,Restaurant El Kastil,Tunisian,"L,D",Kamounia,Beef stew with cumin,15,Average,Couples
Tunisia,Djerba,Restaurant El Malta,Tunisian,"L,D",Couscous aux Légumes,Couscous with vegetables,12,Low,Friends
Tunisia,Djerba,Street Stall - Ajim,Tunisian Street Food,"B,L",Brik au Thon,Crispy pastry with tuna and egg,3,Low,Solo
Tunisia,Djerba,Street Stall - Erriadh,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with harissa,3,Low,Solo
Tunisia,Djerba,Street Stall - Houmt Souk,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with harissa,3,Low,Family-friendly
Tunisia,Djerba,Street Stall - Mellita,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with bread,3,Low,Solo
Tunisia,Djerba,Street Stall - Midoun,Tunisian Street Food,"B,L",Brik à l’Oeuf,Crispy pastry with egg,3,Low,Solo
Tunisia,Douz,Café du Desert,Tunisian,"B,L",Merguez Sandwich,Spicy sausage in bread with harissa,6,Low,Solo
Tunisia,Hammamet,Chez Achour,Tunisian,"L,D",Grilled Mullet,Fresh mullet with harissa,18,Average,Friends
Tunisia,Hammamet,Dar El Bhar,Tunisian Seafood,"L,D",Grilled Lobster,Fresh lobster with garlic,35,Average,Family-friendly
Tunisia,Hammamet,Dar El Fell,Tunisian,D,Couscous Mechoui,Couscous with roasted lamb,25,Average,Couples
Tunisia,Hammamet,Dar Lella,Tunisian,"L,D",Shorba Frik,Lamb soup with freekeh,10,Low,Friends
Tunisia,Hammamet,La Bella Marina,Tunisian Seafood,"L,D",Grilled Calamari,Calamari with olive oil,18,Average,Couples
Tunisia,Hammamet,La Brise,Tunisian,"L,D",Chorba Frik,Lamb soup with freekeh,12,Low,Friends
Tunisia,Hammamet,Le Barberousse,Tunisian,"L,D",Tajine Tunisien,Baked egg dish with meat and spices,15,Average,Friends
Tunisia,Hammamet,Le Golfe,Tunisian,"L,D",Couscous au Poulet,Couscous with chicken,15,Average,Family-friendly
Tunisia,Hammamet,Le Pêcheur,Tunisian Seafood,"L,D",Grilled Octopus,Tender octopus with harissa,25,Average,Couples
Tunisia,Hammamet,Le Pêcheur,Tunisian Seafood,"L,D",Grilled Lobster,Fresh lobster with garlic,35,Average,Couples
Tunisia,Hammamet,Le Pêcheur Hammamet,Tunisian Seafood,"L,D",Grilled Red Snapper,Fresh snapper with olive oil,20,Average,Couples
Tunisia,Hammamet,Le Pirate,Tunisian Seafood,"L,D",Grilled Mullet,Fresh mullet with olive oil,18,Average,Couples
Tunisia,Hammamet,Le Poussin,Tunisian,"L,D",Tajine Tunisien,Baked egg dish with meat,15,Average,Friends
Tunisia,Hammamet,Les Trois Étoiles,Tunisian Seafood,"L,D",Grilled Sea Bream,Fresh bream with harissa,18,Average,Couples
Tunisia,Hammamet,Restaurant Dar El Medina,Tunisian,"L,D",Tagine de Poulet,Chicken tagine with olives,15,Average,Friends
Tunisia,Hammamet,Restaurant El Fell,Tunisian,D,Couscous Royale,Couscous with assorted meats,25,Average,Family-friendly
Tunisia,Hammamet,Restaurant El Hana,Tunisian,"L,D",Salade Mechouia,Grilled pepper and tomato salad,8,Low,Family-friendly
Tunisia,Hammamet,Restaurant La Plage,Tunisian,"L,D",Chorba Frik,Lamb soup with freekeh,12,Low,Family-friendly
Tunisia,Hammamet,Restaurant Le Jasmin,Tunisian,"L,D",Salade Tunisienne,"Tomato, cucumber, and tuna salad",8,Low,Couples
Tunisia,Hammamet,Restaurant Le Voilier,Tunisian,"L,D",Tagine de Poisson,Fish tagine with tomatoes,18,Average,Friends
Tunisia,Hammamet,Restaurant Sidi Bou,Tunisian Seafood,"L,D",Grilled Seabass,Fresh seabass with olive oil,20,Average,Couples
Tunisia,Hammamet,Street Stall - Avenue,Tunisian Street Food,"B,L",Bambalouni,Fried dough with honey,4,Low,Solo
Tunisia,Hammamet,Street Stall - Medina,Tunisian Street Food,"B,L",Fricassé,Fried dough with tuna and egg,3,Low,Solo
Tunisia,Hammamet,Street Stall - Old Town,Tunisian Street Food,"B,L",Kafteji,Fried veggies with egg,4,Low,Friends
Tunisia,Hammamet,Street Stall - Souk,Tunisian Street Food,"B,L",Bambalouni,Fried dough with honey,4,Low,Solo
Tunisia,Hammamet,Street Stall - Yasmine,Tunisian Street Food,"B,L",Fricassé,Fried dough with tuna and egg,3,Low,Solo
Tunisia,Kairouan,Café Bir Lahjar,Tunisian,"B,L",Zrir,Sweet sesame and nut mix,5,Low,Friends
Tunisia,Kairouan,Café El Andalous,Tunisian,"B,L",Zrir,Sweet sesame and nut mix,5,Low,Friends
Tunisia,Kairouan,Café El Bey,Tunisian,"B,L",Assidat Zgougou,Pine nut pudding,6,Low,Family-friendly
Tunisia,Kairouan,Café El Kasbah,Tunisian,"B,L",Makroudh Frit,Fried date pastry,4,Low,Solo
Tunisia,Kairouan,Café El Kasr,Tunisian,"B,L",Makroudh,Date-filled pastry with syrup,5,Low,Solo
Tunisia,Kairouan,Café El Menzah,Tunisian,"B,L",Bsissa,Ground cereal with honey,6,Low,Solo
Tunisia,Kairouan,Café Sidi Salem,Tunisian,"B,L",Zrir,Sweet sesame and nut mix,5,Low,Couples
Tunisia,Kairouan,Dar Abderrahman,Tunisian,"L,D",Mloukhiya,Stew with jute leaves and lamb,20,Average,Friends
Tunisia,Kairouan,Dar Hassine Allani,Tunisian,"L,D",Makroudh,Date-filled semolina pastry with honey,8,Low,Couples
Tunisia,Kairouan,Le Minaret Café,Tunisian,"B,L",Assidat Zgougou,Pine nut pudding,6,Low,Couples
Tunisia,Kairouan,Le Palmier d’Or,Tunisian,"L,D",Mloukhiya,Jute leaf stew with lamb,20,Average,Friends
Tunisia,Kairouan,Le Sultan,Tunisian,"L,D",Mloukhiya,Jute leaf stew with beef,18,Average,Family-friendly
Tunisia,Kairouan,Restaurant El Bey,Tunisian,"L,D",Ojja Merguez,Spicy egg stew with sausages,12,Low,Friends
Tunisia,Kairouan,Restaurant El Brija,Tunisian,"L,D",Couscous au Poulet,Couscous with chicken,15,Average,Friends
Tunisia,Kairouan,Restaurant El Fath,Tunisian,"L,D",Couscous au Poulet,Couscous with chicken,15,Average,Family-friendly
Tunisia,Kairouan,Restaurant El Kasbah,Tunisian,"B,L,D",Makroudh,Date-filled semolina pastry,5,Low,Couples
Tunisia,Kairouan,Restaurant El Mouldi,Tunisian,"B,L,D",Makroudh,Date-filled semolina pastry,5,Low,Couples
Tunisia,Kairouan,Restaurant Le Minaret,Tunisian,"L,D",Ojja aux Crevettes,Shrimp and egg stew,15,Average,Friends
Tunisia,Kairouan,Restaurant Makroudh,Tunisian,"B,L,D",Makroudh,Date-filled semolina pastry,5,Low,Friends
Tunisia,Kairouan,Restaurant Sabra,Tunisian,"B,L,D",Makroudh,Date-filled semolina pastry,8,Low,Friends
Tunisia,Kairouan,Street Stall - Avenue,Tunisian Street Food,"B,L",Makroudh,Date-filled pastry,4,Low,Solo
Tunisia,Kairouan,Street Stall - Medina,Tunisian Street Food,"B,L",Makroudh Frit,Fried date pastry,3,Low,Solo
Tunisia,Kairouan,Street Stall - Souk El Blaghgia,Tunisian Street Food,"B,L",Makroudh Frit,Fried date pastry,3,Low,Solo
Tunisia,Mahdia,El Asfour,Tunisian,"L,D",Ojja,Spicy egg and merguez stew,15,Average,Friends
Tunisia,Matmata,Restaurant Sidi Driss,Tunisian,"L,D",Shorba,Spiced lamb and vegetable soup,10,Low,Family-friendly
Tunisia,Monastir,Le Pirate,Tunisian Seafood,"L,D",Grilled Mullet,Fresh mullet with olive oil and herbs,18,Average,Couples
Tunisia,Monastir,Marina Restaurant,Tunisian,"L,D",Chorba Frik,Lamb soup with freekeh,12,Average,Family-friendly
Tunisia,Sbeitla,Café Sidi Salem,Tunisian,"B,L",Lablabi,Chickpea soup with bread and harissa,5,Low,Solo
Tunisia,Sfax,Café El Hana,Tunisian,"B,L",Assidat Zgougou,Pine nut pudding,6,Low,Friends
Tunisia,Sfax,Dar Jellouli,Tunisian,"L,D",Brik à l’Oeuf,Crispy pastry with egg and tuna,10,Low,Solo
Tunisia,Sfax,Dar Jilani,Tunisian,"L,D",Chorba au Poisson,Fish soup with spices,15,Average,Couples
Tunisia,Sfax,Dar Salma,Tunisian,"L,D",Brik au Thon,Crispy pastry with tuna and egg,10,Low,Friends
Tunisia,Sfax,Le Bosphore,Tunisian,"L,D",Salade Mechouia,Grilled pepper and tomato salad,8,Low,Couples
Tunisia,Sfax,Le Jasmin,Tunisian,"L,D",Brik au Thon,Crispy pastry with tuna,10,Low,Family-friendly
Tunisia,Sfax,Le Medina,Tunisian,"L,D",Chorba,Spiced lamb and vegetable soup,12,Low,Friends
Tunisia,Sfax,Le Mérou,Tunisian Seafood,"L,D",Grilled Seabass,Fresh seabass with harissa,20,Average,Couples
Tunisia,Sfax,Le Vieux Port,Tunisian,"L,D",Grilled Hammour,Fresh hammour with spices,20,Average,Family-friendly
Tunisia,Sfax,Restaurant Chahia,Tunisian,"L,D",Ojja Merguez,Spicy egg stew with sausages,12,Low,Friends
Tunisia,Sfax,Restaurant Dar El Bey,Tunisian,"L,D",Chorba au Poisson,Fish soup with spices,15,Average,Family-friendly
Tunisia,Sfax,Restaurant El Andalous,Tunisian,"L,D",Ojja Merguez,Spicy egg stew with sausages,12,Low,Friends
Tunisia,Sfax,Restaurant El Ferdaous,Tunisian,"L,D",Chorba au Poisson,Fish soup with spices,12,Low,Couples
Tunisia,Sfax,Restaurant El Hani,Tunisian,"L,D",Ojja aux Crevettes,Shrimp and egg stew,15,Average,Couples
Tunisia,Sfax,Restaurant El Waha,Tunisian,"L,D",Ojja aux Crevettes,Shrimp and egg stew,15,Average,Couples
Tunisia,Sfax,Restaurant Essaraya,Tunisian,"B,L,D",Mloukhiya,Slow-cooked stew with jute leaves and meat,18,Average,Family-friendly
Tunisia,Sfax,Restaurant La Perle,Tunisian,"L,D",Brik au Thon,Crispy pastry with tuna and egg,10,Low,Friends
Tunisia,Sfax,Restaurant Le Tunisien,Tunisian,"L,D",Brik aux Crevettes,Crispy pastry with shrimp,15,Average,Family-friendly
Tunisia,Sfax,Street Stall - Bab Diwan,Tunisian Street Food,"B,L",Kafteji,Fried veggies with harissa,4,Low,Solo
Tunisia,Sfax,Street Stall - Bab Jebli,Tunisian Street Food,"B,L",Kafteji,Fried veggies with egg,4,Low,Solo
Tunisia,Sfax,Street Stall - Medina,Tunisian Street Food,"B,L",Kafteji,Fried veggies with harissa,4,Low,Solo
Tunisia,Sfax,Street Stall - Souk,Tunisian Street Food,"B,L",Kafteji,Fried veggies with egg,4,Low,Solo
Tunisia,Sfax,Street Stall - Souk El Jomaa,Tunisian Street Food,"B,L",Fricassé,Fried dough with harissa,3,Low,Solo
Tunisia,Sousse,Café Seles,Tunisian,"B,L",Bambalouni,Fried dough with sugar,4,Low,Solo
Tunisia,Sousse,L’Escargot,Tunisian,"L,D",Tajine Tunisien,Baked egg dish with meat,15,Average,Family-friendly
Tunisia,Sousse,Le Bon Coin,Tunisian,"L,D",Couscous aux Légumes,Couscous with vegetables,12,Low,Family-friendly
Tunisia,Sousse,Le Bonheur,Tunisian,"L,D",Grilled Shrimp,Fresh shrimp with garlic,20,Average,Family-friendly
Tunisia,Sousse,Le Corsaire,Tunisian,"L,D",Mechoui de Poisson,Roasted fish with spices,22,Average,Couples
Tunisia,Sousse,Le Méditerranée,Tunisian Seafood,"L,D",Grilled Sea Bream,Fresh sea bream with harissa and lemon,20,Average,Family-friendly
Tunisia,Sousse,Le Pacha,Tunisian,"L,D",Grilled Hammour,Fresh hammour with spices,22,Average,Couples
Tunisia,Sousse,Le Pêcheur Sousse,Tunisian Seafood,"L,D",Grilled Mullet,Fresh mullet with lemon,18,Average,Family-friendly
Tunisia,Sousse,Le Pirate,Tunisian Seafood,"L,D",Grilled Calamari,Calamari with olive oil,18,Average,Couples
Tunisia,Sousse,Le Régal,Tunisian,"L,D",Tagine de Poisson,Fish tagine with tomatoes,18,Average,Family-friendly
Tunisia,Sousse,Le Saf Saf,Tunisian,"L,D",Kamounia,Beef stew with cumin,15,Average,Family-friendly
Tunisia,Sousse,Le Surfin,Tunisian Seafood,"L,D",Grilled Red Snapper,Fresh snapper with lemon,20,Average,Couples
Tunisia,Sousse,Restaurant El Bahia,Tunisian,"L,D",Mloukhiya,Jute leaf stew with beef,18,Average,Friends
Tunisia,Sousse,Restaurant El Moez,Tunisian,"L,D",Grilled Octopus,Tender octopus with harissa,22,Average,Couples
Tunisia,Sousse,Restaurant El Walima,Tunisian Seafood,"L,D",Grilled Shrimp,Fresh shrimp with garlic,20,Average,Couples
Tunisia,Sousse,Restaurant La Calèche,Tunisian,"L,D",Tajine au Poulet,Chicken tagine with olives,15,Average,Family-friendly
Tunisia,Sousse,Restaurant Le Bonheur,Tunisian,"L,D",Couscous au Poisson,Couscous with fish in spiced broth,18,Average,Family-friendly
Tunisia,Sousse,Restaurant Le Dôme,Tunisian,"L,D",Koucha,Lamb with potatoes and spices,20,Average,Friends
Tunisia,Sousse,Restaurant Le Jasmin,Tunisian,"L,D",Couscous au Poulet,Couscous with chicken,15,Average,Friends
Tunisia,Sousse,Restaurant Le Méditerranéen,Tunisian,"L,D",Mechoui de Poisson,Roasted fish with spices,25,Average,Couples
Tunisia,Sousse,Restaurant Le Riad,Tunisian,"L,D",Mloukhiya,Jute leaf stew with beef,18,Average,Family-friendly
Tunisia,Sousse,Restaurant Neptune,Tunisian Seafood,"L,D",Grilled Mullet,Fresh mullet with herbs,18,Average,Family-friendly
Tunisia,Sousse,Street Stall - Boujaafar,Tunisian Street Food,"B,L",Bambalouni,Fried dough with sugar,4,Low,Couples
Tunisia,Sousse,Street Stall - Medina,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with bread,4,Low,Solo
Tunisia,Sousse,Street Stall - Medina,Tunisian Street Food,"B,L",Brik,Crispy pastry with egg and tuna,3,Low,Solo
Tunisia,Sousse,Street Stall - Port El Kantaoui,Tunisian Street Food,"B,L",Bambalouni,Fried dough with sugar,4,Low,Solo
Tunisia,Tozeur,Café El Ali,Tunisian,"L,D",Chakchouka,Spicy tomato stew with eggs,10,Low,Family-friendly
Tunisia,Tozeur,Dar Cherait,Tunisian,"L,D",Tagine aux Dattes,Lamb with dates and almonds,25,Average,Family-friendly
Tunisia,Tozeur,Dar El Ain,Tunisian,"L,D",Mechoui,Roasted lamb with spices,25,Average,Family-friendly
Tunisia,Tozeur,Dar El Jeld Tozeur,Tunisian,"L,D",Lamb Mechoui,Slow-roasted lamb with cumin,30,Average,Family-friendly
Tunisia,Tozeur,Dar El Medina,Tunisian,"L,D",Couscous Mechoui,Couscous with roasted lamb,25,Average,Family-friendly
Tunisia,Tozeur,Dar Tozeur,Tunisian,"B,L",Bsissa,Ground cereal mix with honey,6,Low,Family-friendly
Tunisia,Tozeur,Le Désert,Tunisian,"L,D",Grilled Hammour,Fresh hammour with spices,22,Average,Couples
Tunisia,Tozeur,Le Minaret,Tunisian,"L,D",Chakchouka,Spicy tomato stew with eggs,10,Low,Family-friendly
Tunisia,Tozeur,Le Palmier,Tunisian,"L,D",Tagine Djerbien,Baked egg dish with lamb,18,Average,Family-friendly
Tunisia,Tozeur,Le Paradis,Tunisian,"L,D",Tagine aux Dattes,Lamb with dates and almonds,20,Average,Couples
Tunisia,Tozeur,Le Restau des Palmiers,Tunisian,"L,D",Chakchouka,Spicy tomato stew with eggs,10,Low,Family-friendly
Tunisia,Tozeur,Le Sahara Lounge,Tunisian,D,Lamb Mechoui,Slow-roasted lamb with cumin,30,Average,Family-friendly
Tunisia,Tozeur,Restaurant Dar El Bey,Tunisian,"L,D",Mechoui,Roasted lamb with spices,25,Average,Family-friendly
Tunisia,Tozeur,Restaurant El Jerid,Tunisian,"L,D",Couscous aux Légumes,Couscous with vegetables,12,Low,Friends
Tunisia,Tozeur,Restaurant El Menzel,Tunisian,"L,D",Tagine aux Légumes,Vegetable tagine,12,Low,Friends
Tunisia,Tozeur,Restaurant Le Soleil,Tunisian,"B,L,D",Chakchouka,Spicy tomato and pepper stew with eggs,12,Low,Family-friendly
Tunisia,Tozeur,Restaurant Le Soleil,Tunisian,"L,D",Grilled Hammour,Fresh hammour with spices,22,Average,Couples
Tunisia,Tozeur,Restaurant Oasis,Tunisian,"L,D",Couscous Mechoui,Couscous with roasted lamb,25,Average,Couples
Tunisia,Tozeur,Restaurant Palmier,Tunisian,"L,D",Mechoui,Roasted lamb with spices,25,Average,Family-friendly
Tunisia,Tozeur,Street Stall - Avenue,Tunisian Street Food,"B,L",Merguez Sandwich,Spicy sausage in bread,5,Low,Solo
Tunisia,Tozeur,Street Stall - Market,Tunisian Street Food,"B,L",Merguez Sandwich,Spicy sausage in bread,5,Low,Solo
Tunisia,Tozeur,Street Stall - Oasis,Tunisian Street Food,"B,L",Merguez Sandwich,Spicy sausage in bread,5,Low,Solo
Tunisia,Tozeur,Street Stall - Souk,Tunisian Street Food,"B,L",Bambalouni,Fried dough with honey,4,Low,Solo
Tunisia,Tunis,Café des Délices,Tunisian,"Breakfast, Lunch",Shakshouka,Eggs poached in spiced tomato sauce,8,Low,Friends
Tunisia,Tunis,Café El Alia,Tunisian,"Breakfast, Lunch",Lablabi,Chickpea soup with harissa,6,Low,Friends
Tunisia,Tunis,Café El Ariana,Tunisian,"Breakfast, Lunch",Shakshouka,Eggs in spiced tomato sauce,8,Low,Friends
Tunisia,Tunis,Café El Attarine,Tunisian,"Breakfast, Lunch",Brik with Potato,Pastry with mashed potato and egg,5,Low,Friends
Tunisia,Tunis,Café El Halfaouine,Tunisian,"Breakfast, Lunch",Shorba,Spicy tomato soup with bread,6,Low,Friends
Tunisia,Tunis,Café El Hnaya,Tunisian,"Breakfast, Lunch",Assida,Creamy semolina porridge with honey,6,Low,Friends
Tunisia,Tunis,Café El Kabaria,Tunisian,"Breakfast, Lunch",Assida,Semolina porridge with dates,6,Low,Friends
Tunisia,Tunis,Café El Kasbah,Tunisian,"Breakfast, Lunch",Shakshouka,Eggs in spiced tomato sauce,8,Low,Family-friendly
Tunisia,Tunis,Café El Kram,Tunisian,"Breakfast, Lunch",Makroudh,Date-filled pastry with syrup,6,Low,Friends
Tunisia,Tunis,Café El Ksar,Tunisian,"Breakfast, Lunch",Makroudh El Koucha,Oven-baked date pastry,6,Low,Family-friendly
Tunisia,Tunis,Café El M’rabet,Tunisian,"Breakfast, Lunch",Bambalouni,Sugared fried dough,5,Low,Family-friendly
Tunisia,Tunis,Café El Menzah,Tunisian,"Breakfast, Lunch",Bambalouni,Fried dough with honey,5,Low,Friends
Tunisia,Tunis,Café El Omrane,Tunisian,"Breakfast, Lunch",Assida Zgougou,Pine nut porridge with cream,7,Low,Friends
Tunisia,Tunis,Café Ez-Zitouna,Tunisian,"Breakfast, Lunch",Makroudh,Date-filled semolina pastry with honey,6,Low,Friends
Tunisia,Tunis,Café M’Rabet,Tunisian,"Breakfast, Lunch",Bambalouni,Fried dough ring with sugar,5,Low,Family-friendly
Tunisia,Tunis,Café Sidi Bou Said,Tunisian,"Breakfast, Lunch",Makroudh,Honey-soaked date pastry,6,Low,Friends
