Country,From,To,Transport Mode,Provider,Schedule,Route Info,Duration in hours,Price Range in USD,Cost Details and Options,Additional Info
Morocco,Marrakech,Casablanca,Bus,Supratours,Multiple daily,Direct,3-4,10-20,"Standard: $10-$15, Premium: $20",Reverse route
Morocco,Marrakech,Chichaoua,Bus,CTM,Several daily,Direct,1-2,5-12,"Standard: $5-$8, Premium: $12",Atlas foothills
Morocco,Marrakech,Dakhla,Flight,Royal Air Maroc,Daily,Direct,2,60-150,"Economy: $60-$100, Business: $150",Western Sahara coast
Morocco,Marrakech,El Kelaa des Sraghna,Bus,CTM,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Agricultural region
Morocco,Marrakech,Erfoud,Bus,CTM,Daily,Via Ouarzazate,10-12,20-40,"Standard: $20-$30, Premium: $40",Sahara dunes
Morocco,Marrakech,Essaouira,Bus,Supratours,Several daily,Direct,2.5-3,8-15,"Standard: $8-$12, Premium: $15",Coastal route
Morocco,Marrakech,Fes,Train,ONCF,Several daily,Via Casablanca,7-8,20-45,"Standard: $20-$30, First-class: $45",Long-distance link
Morocco,Marrakech,Imlil,Grand Taxi,Local Operators,Frequent,Direct,1.5-2,8-15,"Per seat, negotiable",Atlas hiking base
Morocco,Marrakech,Merzouga,Bus,Supratours,Daily,Via Erfoud,12-14,25-50,"Standard: $25-$35, Premium: $50",Sahara dunes
Morocco,Marrakech,Ouarzazate,Bus,CTM,Several daily,Direct,4-5,10-20,"Standard: $10-$15, Premium: $20",Atlas Mountains route
Morocco,Marrakech,Rissani,Bus,Supratours,Daily,Via Erfoud,12-14,25-50,"Standard: $25-$35, Premium: $50",Desert market
Morocco,Marrakech,Skoura,Bus,CTM,Daily,Via Ouarzazate,6-7,15-30,"Standard: $15-$20, Premium: $30",Palm oasis
Morocco,Marrakech,Tafraoute,Bus,CTM,Daily,Via Agadir,6-7,15-30,"Standard: $15-$20, Premium: $30",Anti-Atlas route
Morocco,Marrakech,Taliouine,Bus,Supratours,Daily,Via Taroudant,5-6,15-25,"Standard: $15-$20, Premium: $25",Saffron region
Morocco,Marrakech,Tarfaya,Bus,CTM,Daily,Via Agadir,10-12,20-40,"Standard: $20-$30, Premium: $40",Southern coast
Morocco,Marrakech,Tinghir,Bus,CTM,Daily,Via Ouarzazate,8-10,20-40,"Standard: $20-$30, Premium: $40",Todra Gorge route
Morocco,Marrakech,Tiznit,Bus,Supratours,Daily,Via Agadir,5-6,15-25,"Standard: $15-$20, Premium: $25",Southern loop
Morocco,Marrakech,Zagora,Bus,Supratours,Daily,Direct,8-9,15-30,"Standard: $15-$20, Premium: $30",Desert gateway
Morocco,Rabat,Fes,Train,ONCF,Multiple daily,Direct,2.5-3,8-20,"Standard: $8-$12, First-class: $20",High-speed Al Boraq option
Morocco,Rabat,Khemisset,Train,ONCF,Multiple daily,Direct,1-2,5-12,"Standard: $5-$8, First-class: $12",Agricultural region
Morocco,Rabat,Marrakech,Train,ONCF,Multiple daily,Direct,3.5-4,10-25,"Standard: $10-$15, First-class: $25",Major city link
Morocco,Rabat,Meknes,Train,ONCF,Multiple daily,Direct,2-2.5,8-20,"Standard: $8-$12, First-class: $20",Imperial city
Morocco,Rabat,Oujda,Train,ONCF,Several daily,Via Fes,8-10,20-45,"Standard: $20-$30, First-class: $45",Eastern border
Morocco,Rabat,Salé,Train,ONCF,Multiple daily,Direct,12-30,2-5,"Standard: $2-$3, First-class: $5",Twin city link
Morocco,Rabat,Sidi Slimane,Train,ONCF,Several daily,Direct,2-3,8-15,"Standard: $8-$12, First-class: $15",Northern plains
Morocco,Rabat,Tangier,Train,ONCF,Multiple daily,Direct,4-5,15-35,"Standard: $15-$25, First-class: $35",Al Boraq option
Morocco,Rabat,Temara,Train,ONCF,Multiple daily,Direct,12-30,2-5,"Standard: $2-$3, First-class: $5",Suburban link
Morocco,Tangier,Al Hoceima,Bus,CTM,Daily,Direct,6-7,15-30,"Standard: $15-$20, Premium: $30",Mediterranean coast
Morocco,Tangier,Asilah,Train,ONCF,Multiple daily,Direct,0.5-1,5-10,"Standard: $5-$7, First-class: $10",Artist town link
Morocco,Tangier,Chefchaouen,Grand Taxi,Local Operators,Frequent,Direct,2-3,8-15,"Per seat, negotiable",Blue city trip
Morocco,Tangier,Fnideq,Grand Taxi,Local Operators,Frequent,Direct,0.5-1,5-10,"Per seat, negotiable",Near Ceuta
Morocco,Tangier,Ksar El Kebir,Bus,CTM,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Northern link
Morocco,Tangier,Larache,Bus,CTM,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Northern coast
Morocco,Tangier,Martil,Grand Taxi,Local Operators,Frequent,Direct,0.5-1,5-10,"Per seat, negotiable",Beach town
Morocco,Tangier,Mdiq,Grand Taxi,Local Operators,Frequent,Direct,0.5-1,5-10,"Per seat, negotiable",Beach resort
Morocco,Tangier,Oued Laou,Grand Taxi,Local Operators,Frequent,Direct,1-2,5-12,"Per seat, negotiable",Beach escape
Morocco,Tangier,Tetouan,Grand Taxi,Local Operators,Frequent,Direct,1-1.5,5-10,"Per seat, negotiable","Shared taxi, departs when full"
Oman,Muscat,Al Hamra,Bus,Mwasalat,Several daily,Direct,2-3,5-15,"Standard: $5-$10, Premium: $15",Mountain route
Oman,Muscat,Al Hamra,Ferry,National Ferries Company,Several daily,Via coastal,5-6,20-50,"Passenger: $20-$35, Car: $50",Mountain route
Oman,Muscat,Al Hamra,Flight,Oman Air,Several daily,Direct,0.5,50-120,"Economy: $50-$80, Business: $120",Mountain hop
Oman,Muscat,Al Hamra,Taxi,Mwasalat,On demand,Direct,2-3,30-50,Standard fare,Mountain route
Oman,Muscat,Bahla,Bus,Mwasalat,Several daily,Direct,2.5-3,10-25,"Standard: $10-$15, Premium: $25",Interior fort
Oman,Muscat,Bahla,Ferry,National Ferries Company,Several daily,Via coastal,6-7,25-55,"Passenger: $25-$40, Car: $55",Interior link
Oman,Muscat,Bahla,Flight,SalamAir,Several daily,Direct,12-30,40-100,"Economy: $40-$70, Priority: $100",Short hop
Oman,Muscat,Bahla,Taxi,Otaxi,On demand,Direct,2.5-3,40-60,Standard fare,Interior fort
Oman,Muscat,Barka,Bus,Mwasalat,Multiple daily,Direct,1-1.5,5-15,"Standard: $5-$10, Premium: $15",Batinah short
Oman,Muscat,Barka,Ferry,National Ferries Company,Several daily,Direct,2-3,15-35,"Passenger: $15-$25, Car: $35",Short coastal
Oman,Muscat,Barka,Flight,Oman Air,Several daily,Direct,0.5,50-120,"Economy: $50-$80, Business: $120",Short hop
Oman,Muscat,Barka,Taxi,Mwasalat,On demand,Direct,1-1.5,20-35,Standard fare,Short coastal
Oman,Muscat,Dibba,Bus,Mwasalat,Several daily,Direct,5-6,20-45,"Standard: $20-$35, Premium: $45",Musandam gateway
Oman,Muscat,Dibba,Ferry,National Ferries Company,Several daily,Direct,5-6,25-55,"Passenger: $25-$40, Car: $55",Musandam route
Oman,Muscat,Dibba,Flight,SalamAir,Several daily,Direct,1,40-100,"Economy: $40-$70, Priority: $100",Musandam hop
Oman,Muscat,Dibba,Taxi,Otaxi,On demand,Direct,5-6,80-120,Standard fare,Musandam gateway
Oman,Muscat,Duqm,Bus,Mwasalat,Several daily,Direct,6-7,20-45,"Standard: $20-$35, Premium: $45",Central coast
Oman,Muscat,Duqm,Ferry,National Ferries Company,Several daily,Direct,6-7,25-55,"Passenger: $25-$40, Car: $55",Central coast
Oman,Muscat,Duqm,Flight,SalamAir,Several daily,Direct,1,40-100,"Economy: $40-$70, Priority: $100",Central coast
Oman,Muscat,Duqm,Flight,Oman Air,Several daily,Direct,12-31,50-120,"Economy: $50-$80, Business: $120",Central coast
Oman,Muscat,Duqm,Taxi,Otaxi,On demand,Direct,6-7,100-150,Standard fare,Central coast
Oman,Muscat,Ibri,Bus,Mwasalat,Several daily,Direct,3-4,10-25,"Standard: $10-$15, Premium: $25",Western interior
Oman,Muscat,Ibri,Ferry,National Ferries Company,Several daily,Via coastal,6-7,25-55,"Passenger: $25-$40, Car: $55",Western route
Oman,Muscat,Ibri,Flight,Oman Air,Several daily,Direct,1,50-120,"Economy: $50-$80, Business: $120",Western hop
Oman,Muscat,Ibri,Taxi,Otaxi,On demand,Direct,3-4,50-80,Standard fare,Western trip
Oman,Muscat,Khasab,Bus,Mwasalat,Daily,Direct,6-7,25-55,"Standard: $25-$40, Premium: $55",Musandam long
Oman,Muscat,Khasab,Ferry,National Ferries Company,Several daily,Direct,5-6,25-55,"Passenger: $25-$40, Car: $55",Musandam route
Oman,Muscat,Khasab,Flight,Oman Air,Several daily,Direct,1-1.5,50-120,"Economy: $50-$80, Business: $120",Musandam hop
Oman,Muscat,Khasab,Flight,SalamAir,Several daily,Direct,1-1.5,40-100,"Economy: $40-$70, Priority: $100",Musandam hop
Oman,Muscat,Khasab,Taxi,Otaxi,On demand,Direct,6-7,100-150,Standard fare,Musandam long
Oman,Muscat,Masirah,Bus,Mwasalat,Daily,Via Shannah,4-5,15-35,"Standard: $15-$25, Premium: $35",Ferry connection
Oman,Muscat,Masirah,Ferry,National Ferries Company,Several daily,Direct,1-1.5,15-35,"Passenger: $15-$25, Car: $35",Island hop
Oman,Muscat,Masirah,Flight,SalamAir,Several daily,Direct,1,40-100,"Economy: $40-$70, Priority: $100",Island hop
Oman,Muscat,Masirah,Taxi,Mwasalat,On demand,Via Shannah,4-5,60-100,Standard fare,Ferry connection
Oman,Muscat,Nizwa,Bus,Mwasalat,Several daily,Direct,2-3,5-15,"Standard: $5-$10, Premium: $15",Interior link
Oman,Muscat,Nizwa,Ferry,National Ferries Company,Several daily,Via coastal,5-6,25-55,"Passenger: $25-$40, Car: $55",Coastal route
Oman,Muscat,Nizwa,Flight,SalamAir,Several daily,Direct,12-30,40-100,"Economy: $40-$70, Priority: $100",Short hop
Oman,Muscat,Nizwa,Taxi,Otaxi,On demand,Direct,2-3,30-50,Standard fare,Interior trip
Oman,Muscat,Rustaq,Bus,Mwasalat,Several daily,Direct,2-3,5-15,"Standard: $5-$10, Premium: $15",Batinah inland
Oman,Muscat,Rustaq,Ferry,National Ferries Company,Several daily,Via coastal,4-5,20-50,"Passenger: $20-$35, Car: $50",Batinah inland
Oman,Muscat,Rustaq,Flight,SalamAir,Several daily,Direct,12-30,40-100,"Economy: $40-$70, Priority: $100",Short hop
Oman,Muscat,Rustaq,Taxi,Mwasalat,On demand,Direct,2-3,30-50,Standard fare,Batinah inland
Oman,Muscat,Salalah,Bus,Mwasalat,Daily,Direct,12-14,30-60,"Standard: $30-$45, Premium: $60",Long southern
Oman,Muscat,Salalah,Flight,Oman Air,Multiple daily,Direct,1-1.5,50-120,"Economy: $50-$80, Business: $120",Southern hop
Oman,Muscat,Salalah,Taxi,Mwasalat,On demand,Direct,10-12,200-300,Standard fare,Long negotiated
Oman,Muscat,Shinas,Bus,Mwasalat,Several daily,Direct,4-5,15-35,"Standard: $15-$25, Premium: $35",Northern coast
Oman,Muscat,Shinas,Ferry,National Ferries Company,Several daily,Direct,4-5,20-50,"Passenger: $20-$35, Car: $50",Northern ferry
Oman,Muscat,Shinas,Flight,SalamAir,Several daily,Direct,12-31,40-100,"Economy: $40-$70, Priority: $100",Northern hop
Oman,Muscat,Shinas,Taxi,Mwasalat,On demand,Direct,4-5,60-100,Standard fare,Northern coast
Oman,Muscat,Sohar,Bus,Mwasalat,Several daily,Direct,3-4,10-25,"Standard: $10-$15, Premium: $25",Northern route
Oman,Muscat,Sohar,Ferry,National Ferries Company,Several daily,Direct,3-4,20-50,"Passenger: $20-$35, Car: $50",Northern ferry
Oman,Muscat,Sohar,Flight,SalamAir,Several daily,Direct,1,40-100,"Economy: $40-$70, Priority: $100",Northern hop
Oman,Muscat,Sohar,Taxi,Otaxi,On demand,Direct,3-4,50-80,Standard fare,Northern route
Oman,Muscat,Sohar,Taxi,Mwasalat,On demand,Direct,3-4,50-80,Standard fare,Northern route
Oman,Muscat,Sur,Bus,Mwasalat,Several daily,Direct,3-4,10-25,"Standard: $10-$15, Premium: $25",Eastern coast
Oman,Muscat,Sur,Ferry,National Ferries Company,Several daily,Direct,4-5,20-50,"Passenger: $20-$35, Car: $50",Eastern ferry
Oman,Muscat,Sur,Flight,Oman Air,Several daily,Direct,1,50-120,"Economy: $50-$80, Business: $120",Eastern hop
Oman,Muscat,Sur,Taxi,Mwasalat,On demand,Direct,3-4,50-80,Standard fare,Eastern coast
Oman,Muscat,Sur,Taxi,Otaxi,On demand,Direct,3-4,50-80,Standard fare,Eastern coast
Oman,Salalah,Bahla,Bus,Mwasalat,Daily,Direct,12-14,35-70,"Standard: $35-$50, Premium: $70",Interior long
Oman,Salalah,Bahla,Taxi,Mwasalat,On demand,Direct,12-14,200-300,Standard fare,Interior long
Oman,Salalah,Barka,Bus,Mwasalat,Daily,Direct,12-14,35-70,"Standard: $35-$50, Premium: $70",Coastal long
Oman,Salalah,Barka,Taxi,Otaxi,On demand,Direct,12-14,200-300,Standard fare,Coastal long
Oman,Salalah,Dibba,Flight,Oman Air,Daily,Direct,2,60-150,"Economy: $60-$100, Business: $150",Musandam hop
Oman,Salalah,Duqm,Bus,Mwasalat,Daily,Direct,6-7,20-45,"Standard: $20-$35, Premium: $45",Coastal link
Oman,Salalah,Duqm,Flight,Oman Air,Several daily,Direct,12-31,50-120,"Economy: $50-$80, Business: $120",Coastal hop
Oman,Salalah,Duqm,Taxi,Otaxi,On demand,Direct,6-7,100-150,Standard fare,Coastal link
Oman,Salalah,Ibri,Bus,Mwasalat,Daily,Direct,14-16,40-80,"Standard: $40-$60, Premium: $80",Western long
Oman,Salalah,Ibri,Taxi,Otaxi,On demand,Direct,14-16,250-350,Standard fare,Western long
Oman,Salalah,Khasab,Bus,Mwasalat,Daily,Direct,16-18,50-100,"Standard: $50-$75, Premium: $100",Musandam long
Oman,Salalah,Khasab,Flight,Oman Air,Daily,Direct,1-1,60-150,"Economy: $60-$100, Business: $150",Musandam hop
Oman,Salalah,Masirah,Flight,SalamAir,Daily,Direct,1.5,40-100,"Economy: $40-$70, Priority: $100",Island hop
Oman,Salalah,Muscat,Flight,SalamAir,Multiple daily,Direct,1-1.5,40-100,"Economy: $40-$70, Priority: $100",Reverse southern
Oman,Salalah,Nizwa,Bus,Mwasalat,Daily,Direct,12-14,35-70,"Standard: $35-$50, Premium: $70",Interior long
Oman,Salalah,Nizwa,Flight,Oman Air,Daily,Direct,1.5,50-120,"Economy: $50-$80, Business: $120",Interior hop
Oman,Salalah,Nizwa,Taxi,Mwasalat,On demand,Direct,12-14,200-300,Standard fare,Long interior
Oman,Salalah,Rustaq,Bus,Mwasalat,Daily,Direct,14-16,40-80,"Standard: $40-$60, Premium: $80",Northern long
Oman,Salalah,Rustaq,Taxi,Mwasalat,On demand,Direct,14-16,250-350,Standard fare,Northern long
Oman,Salalah,Shinas,Bus,Mwasalat,Daily,Direct,14-16,40-80,"Standard: $40-$60, Premium: $80",Northern long
Oman,Salalah,Shinas,Taxi,Otaxi,On demand,Direct,14-16,250-350,Standard fare,Northern long
Oman,Salalah,Sohar,Bus,Mwasalat,Daily,Direct,14-16,40-80,"Standard: $40-$60, Premium: $80",Long coastal
Oman,Salalah,Sohar,Flight,SalamAir,Daily,Direct,1.5,50-120,"Economy: $50-$80, Priority: $120",Northern hop
Oman,Salalah,Sohar,Taxi,Mwasalat,On demand,Direct,14-16,250-350,Standard fare,Northern long
Oman,Salalah,Sur,Bus,Mwasalat,Daily,Direct,10-12,30-60,"Standard: $30-$45, Premium: $60",Eastern long
Oman,Salalah,Sur,Flight,SalamAir,Daily,Direct,12-31,40-100,"Economy: $40-$70, Priority: $100",Eastern hop
Oman,Salalah,Sur,Taxi,Mwasalat,On demand,Direct,10-12,150-250,Standard fare,Eastern long
Qatar,Al Rayyan,Dukhan,Bus,Mowasalat (Karwa),Daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Western link
Qatar,Al Rayyan,Lusail,Bus,Mowasalat (Karwa),Several daily,Via Doha,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Urban loop
Qatar,Al Rayyan,Lusail,Metro,Doha Metro,Multiple daily,Via Doha,12-31,2-5,"Standard: $2-$3, Gold: $5",Red Line loop
Qatar,Al Rayyan,Umm Salal,Bus,Mowasalat (Karwa),Several daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Suburban link
Qatar,Al Wakrah,Al Rayyan,Bus,Mowasalat (Karwa),Several daily,Via Doha,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Urban connection
Qatar,Al Wakrah,Al Rayyan,Taxi,Karwa Taxi,On demand,Via Doha,1-1.5,15-25,Standard fare,Urban loop
Qatar,Al Wakrah,Mesaieed,Bus,Mowasalat (Karwa),Several daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Southern industrial
Qatar,Al Wakrah,Mesaieed,Taxi,Karwa Taxi,On demand,Direct,0.5-1,10-20,Standard fare,Southern trip
Qatar,Doha,Al Khor,Bus,Mowasalat (Karwa),Several daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Northern link
Qatar,Doha,Al Khor,Bus,Mowasalat (Karwa),Several daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Reverse northern
Qatar,Doha,Al Khor,Bus,Mowasalat (Karwa),Several daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Northern route
Qatar,Doha,Al Khor,Flight,Qatar Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Northern hop
Qatar,Doha,Al Khor,Taxi,Karwa Taxi,On demand,Direct,1-1.5,20-30,Standard fare,Metered service
Qatar,Doha,Al Khor,Taxi,Karwa Taxi,On demand,Direct,1-1.5,20-30,Standard fare,Northern trip
Qatar,Doha,Al Rayyan,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Western suburb
Qatar,Doha,Al Rayyan,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Reverse western
Qatar,Doha,Al Rayyan,Metro,Doha Metro,Multiple daily,Direct,12-30,1-3,"Standard: $1-$2, Gold: $3",Red Line service
Qatar,Doha,Al Rayyan,Metro,Doha Metro,Multiple daily,Direct,12-30,1-3,"Standard: $1-$2, Gold: $3",Reverse Red Line
Qatar,Doha,Al Rayyan,Taxi,Karwa Taxi,On demand,Direct,0.5-1,10-20,Standard fare,Western suburb
Qatar,Doha,Al Shamal,Bus,Mowasalat (Karwa),Daily,Direct,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Far north
Qatar,Doha,Al Shamal,Bus,Mowasalat (Karwa),Daily,Direct,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Far northern link
Qatar,Doha,Al Shamal,Bus,Mowasalat (Karwa),Daily,Direct,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Northern link
Qatar,Doha,Al Shamal,Flight,Qatar Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Far north hop
Qatar,Doha,Al Shamal,Taxi,Karwa Taxi,On demand,Direct,2-2.5,30-50,Standard fare,Northern trip
Qatar,Doha,Al Shamal,Taxi,Karwa Taxi,On demand,Direct,2-2.5,30-50,Standard fare,Far north trip
Qatar,Doha,Al Wakrah,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Frequent urban service
Qatar,Doha,Al Wakrah,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Reverse urban
Qatar,Doha,Al Wakrah,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Frequent service
Qatar,Doha,Al Wakrah,Metro,Doha Metro,Multiple daily,Direct,12-30,1-3,"Standard: $1-$2, Gold: $3",Red Line service
Qatar,Doha,Al Wakrah,Metro,Doha Metro,Multiple daily,Direct,12-30,1-3,"Standard: $1-$2, Gold: $3",Reverse Red Line
Qatar,Doha,Al Wakrah,Taxi,Karwa Taxi,On demand,Direct,0.5-1,10-20,Standard fare,Short urban trip
Qatar,Doha,Dukhan,Bus,Mowasalat (Karwa),Several daily,Direct,1.5-2,5-10,"Standard: $5-$8, Premium: $10",Western oil route
Qatar,Doha,Dukhan,Bus,Mowasalat (Karwa),Several daily,Direct,1.5-2,5-10,"Standard: $5-$8, Premium: $10",Oil field route
Qatar,Doha,Dukhan,Bus,Mowasalat (Karwa),Several daily,Direct,1.5-2,5-10,"Standard: $5-$8, Premium: $10",Western route
Qatar,Doha,Dukhan,Flight,Qatar Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Western hop
Qatar,Doha,Dukhan,Taxi,Karwa Taxi,On demand,Direct,1.5-2,25-40,Standard fare,Western route
Qatar,Doha,Dukhan,Taxi,Karwa Taxi,On demand,Direct,1.5-2,25-40,Standard fare,Western trip
Qatar,Doha,Lusail,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Urban expansion link
Qatar,Doha,Lusail,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Reverse urban
Qatar,Doha,Lusail,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Smart city link
Qatar,Doha,Lusail,Metro,Doha Metro,Multiple daily,Direct,12-30,1-3,"Standard: $1-$2, Gold: $3",Red Line extension
Qatar,Doha,Lusail,Metro,Doha Metro,Multiple daily,Direct,0.5,1-3,"Standard: $1-$2, Gold: $3",Reverse Red Line
Qatar,Doha,Lusail,Metro,Doha Metro,Multiple daily,Direct,12-30,1-3,"Standard: $1-$2, Gold: $3",Red Line service
Qatar,Doha,Lusail,Taxi,Karwa Taxi,On demand,Direct,0.5-1,10-20,Standard fare,Smart city link
Qatar,Doha,Mesaieed,Bus,Mowasalat (Karwa),Several daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Industrial route
Qatar,Doha,Mesaieed,Bus,Mowasalat (Karwa),Several daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Reverse industrial
Qatar,Doha,Mesaieed,Bus,Mowasalat (Karwa),Several daily,Direct,1-1.5,3-8,"Standard: $3-$5, Premium: $8",Industrial link
Qatar,Doha,Mesaieed,Flight,Qatar Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Short hop option
Qatar,Doha,Mesaieed,Taxi,Karwa Taxi,On demand,Direct,1-1.5,15-25,Standard fare,"Metered, app booking available"
Qatar,Doha,Mesaieed,Taxi,Karwa Taxi,On demand,Direct,1-1.5,15-25,Standard fare,Industrial trip
Qatar,Doha,Umm Salal,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Suburban link
Qatar,Doha,Umm Salal,Bus,Mowasalat (Karwa),Multiple daily,Direct,0.5-1,2-5,"Standard: $2-$3, Premium: $5",Reverse suburban
Qatar,Doha,Umm Salal,Metro,Doha Metro,Multiple daily,Direct,0.5,1-3,"Standard: $1-$2, Gold: $3",Green Line service
Qatar,Doha,Umm Salal,Metro,Doha Metro,Multiple daily,Direct,0.5,1-3,"Standard: $1-$2, Gold: $3",Reverse Green Line
Qatar,Doha,Umm Salal,Taxi,Karwa Taxi,On demand,Direct,0.5-1,10-20,Standard fare,Suburban trip
Qatar,Lusail,Dukhan,Bus,Mowasalat (Karwa),Daily,Via Doha,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Western link
Qatar,Mesaieed,Al Khor,Bus,Mowasalat (Karwa),Daily,Via Doha,2-3,5-12,"Standard: $5-$8, Premium: $12",Cross-country
Qatar,Mesaieed,Lusail,Bus,Mowasalat (Karwa),Daily,Via Doha,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Cross-country
Saudi Arabia,Dammam,Abha,Flight,Flynas,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Cross-country
Saudi Arabia,Dammam,Al Baha,Flight,Flynas,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Highland crossing
Saudi Arabia,Dammam,Al Jouf,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Northern route
Saudi Arabia,Dammam,Al Ula,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Heritage long route
Saudi Arabia,Dammam,Al Wajh,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Northwest coast
Saudi Arabia,Dammam,Bisha,Flight,Flynas,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",South central
Saudi Arabia,Dammam,Hail,Bus,SAPTCO,Daily,Direct,7-8,20-40,"Standard: $20-$30, VIP: $40",Northern crossing
Saudi Arabia,Dammam,Hofuf,Train,Saudi Arabia Railways,Multiple daily,Direct,1-1.5,5-15,"Standard: $5-$10, First-class: $15",Short eastern link
Saudi Arabia,Dammam,Jizan,Flight,Flynas,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Southwest coast
Saudi Arabia,Dammam,Jubail,Bus,SAPTCO,Several daily,Direct,1-2,5-15,"Standard: $5-$10, VIP: $15",Industrial corridor
Saudi Arabia,Dammam,Khobar,Bus,SAPTCO,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, VIP: $8",Short urban link
Saudi Arabia,Dammam,Najran,Flight,Flynas,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Southern crossing
Saudi Arabia,Dammam,Qatif,Bus,SAPTCO,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, VIP: $8",Eastern short trip
Saudi Arabia,Dammam,Riyadh,Flight,Flynas,Daily,Direct,1,30-80,"Economy: $30-$50, Business: $80",Eastern hub
Saudi Arabia,Dammam,Sakaka,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Northern frontier
Saudi Arabia,Dammam,Tabuk,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Long northern route
Saudi Arabia,Dammam,Yanbu,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Cross-coastal
Saudi Arabia,Jeddah,Abha,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southern coast
Saudi Arabia,Jeddah,Al Baha,Flight,Flynas,Daily,Direct,1,30-80,"Economy: $30-$50, Business: $80",Highland link
Saudi Arabia,Jeddah,Al Jouf,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Far north
Saudi Arabia,Jeddah,Al Ula,Bus,SAPTCO,Daily,Direct,6-8,20-40,"Standard: $20-$30, VIP: $40",Heritage journey
Saudi Arabia,Jeddah,Arar,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Far north
Saudi Arabia,Jeddah,Bisha,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",South central
Saudi Arabia,Jeddah,Hafar Al Batin,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Northeast route
Saudi Arabia,Jeddah,Hail,Bus,SAPTCO,Daily,Direct,8-10,25-50,"Standard: $25-$35, VIP: $50",Northern plains
Saudi Arabia,Jeddah,Jizan,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southern route
Saudi Arabia,Jeddah,Mecca,Train,Saudi Arabia Railways,Multiple daily,Direct,0.5-1,10-25,"Standard: $10-$15, First-class: $25",Haramain high-speed
